item name,size,colour,shape,status
Ivy gourd,medium,neutral,oval,fertilized
Garlic,small,neutral,round,organic
Sapota,small,dull,round,fertilized
Apple,small,neutral,round,organic
Brinjal,medium,irregular,oval,fertilized
Garlic,medium,dull,elongated,organic
Ivy gourd,medium,vibrant,oval,fertilized
Onion,medium,dull,elongated,organic
Brinjal,large,vibrant,oval,fertilized
Orange,medium,dull,round,organic
Garlic,large,vibrant,round,fertilized
Guava,small,irregular,oval,organic
Grapes,large,neutral,round,organic
Papaya,medium,dull,elongated,organic
Garlic,medium,neutral,round,organic
Apple,medium,dull,oval,organic
Orange,large,dull,round,fertilized
Mango,small,irregular,elongated,organic
Mango,medium,neutral,round,organic
Sapota,medium,neutral,round,fertilized
Sapota,medium,neutral,elongated,organic
Pomegranate,medium,neutral,oval,organic
Onion,small,neutral,round,organic
Pomegranate,medium,dull,oval,organic
Onion,medium,irregular,round,organic
Papaya,small,neutral,oval,organic
Banana,medium,vibrant,round,fertilized
Orange,medium,vibrant,oval,fertilized
Brinjal,large,vibrant,round,fertilized
Banana,small,neutral,oval,organic
Brinjal,small,neutral,oval,organic
Ivy gourd,small,neutral,round,organic
Ivy gourd,small,neutral,oval,organic
Guava,small,neutral,oval,fertilized
Ivy gourd,medium,irregular,round,fertilized
Grapes,large,dull,oval,organic
Beetroot,small,vibrant,oval,fertilized
Beetroot,small,dull,irregular,organic
Papaya,large,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Pomegranate,large,neutral,round,fertilized
Grapes,large,vibrant,round,fertilized
Orange,large,vibrant,oval,fertilized
Guava,small,neutral,oval,organic
Pomegranate,large,neutral,oval,fertilized
Carrot,small,neutral,irregular,organic
Banana,medium,vibrant,round,organic
Ivy gourd,large,vibrant,round,fertilized
Guava,small,vibrant,elongated,fertilized
Garlic,large,dull,oval,fertilized
Onion,small,dull,round,organic
Mango,large,vibrant,round,fertilized
Mango,medium,dull,round,organic
Banana,small,vibrant,oval,fertilized
Banana,medium,vibrant,oval,fertilized
Carrot,medium,vibrant,round,organic
Brinjal,small,dull,round,organic
Guava,medium,dull,round,organic
Ivy gourd,medium,neutral,oval,organic
Ivy gourd,medium,vibrant,round,fertilized
Grapes,small,dull,irregular,organic
Mango,large,dull,elongated,fertilized
Papaya,large,vibrant,irregular,fertilized
Beetroot,large,neutral,oval,fertilized
Orange,large,vibrant,elongated,fertilized
Orange,small,neutral,round,organic
Banana,large,vibrant,oval,fertilized
Apple,medium,neutral,oval,organic
Grapes,small,irregular,irregular,organic
Garlic,medium,vibrant,irregular,fertilized
Beetroot,small,dull,round,organic
Orange,large,irregular,irregular,fertilized
Mango,small,neutral,round,organic
Ivy gourd,large,vibrant,irregular,fertilized
Garlic,medium,dull,round,organic
Onion,medium,dull,round,organic
Onion,medium,vibrant,oval,fertilized
Pomegranate,large,vibrant,round,fertilized
Onion,small,dull,elongated,organic
Banana,large,vibrant,oval,fertilized
Apple,small,dull,oval,organic
Mango,large,vibrant,round,fertilized
Apple,medium,dull,oval,organic
Apple,medium,vibrant,irregular,fertilized
Sapota,medium,dull,oval,organic
Papaya,medium,dull,irregular,organic
Sapota,medium,dull,oval,organic
Grapes,small,dull,irregular,organic
Pomegranate,medium,irregular,elongated,organic
Pomegranate,large,neutral,oval,fertilized
Pomegranate,small,dull,elongated,organic
Onion,large,vibrant,irregular,fertilized
Banana,medium,vibrant,round,fertilized
Sapota,medium,neutral,elongated,organic
Sapota,small,neutral,round,organic
Grapes,medium,dull,round,organic
Grapes,large,dull,round,organic
Apple,medium,dull,elongated,organic
Ivy gourd,small,dull,elongated,organic
Sapota,medium,neutral,irregular,fertilized
Mango,large,neutral,round,fertilized
Banana,large,irregular,oval,fertilized
Garlic,medium,dull,elongated,fertilized
Beetroot,large,vibrant,round,fertilized
Mango,small,dull,round,organic
Garlic,large,dull,oval,organic
Onion,medium,neutral,elongated,fertilized
Orange,medium,vibrant,round,fertilized
Mango,small,dull,round,organic
Papaya,large,vibrant,irregular,fertilized
Grapes,small,vibrant,round,fertilized
Carrot,small,dull,round,organic
Pomegranate,small,neutral,round,organic
Carrot,large,vibrant,round,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Onion,large,irregular,oval,organic
Orange,medium,vibrant,oval,organic
Sapota,large,dull,elongated,organic
Grapes,medium,vibrant,oval,fertilized
Beetroot,medium,vibrant,oval,fertilized
Brinjal,medium,irregular,oval,organic
Ivy gourd,small,neutral,oval,fertilized
Beetroot,large,dull,oval,organic
Beetroot,large,vibrant,oval,fertilized
Mango,small,dull,round,organic
Grapes,large,irregular,oval,organic
Banana,medium,vibrant,oval,fertilized
Sapota,medium,dull,elongated,organic
Sapota,medium,neutral,oval,fertilized
Ivy gourd,small,neutral,round,organic
Orange,medium,vibrant,elongated,fertilized
Papaya,small,dull,oval,organic
Orange,medium,vibrant,oval,fertilized
Garlic,large,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Pomegranate,small,dull,oval,organic
Papaya,small,irregular,round,fertilized
Mango,medium,dull,elongated,organic
Banana,small,vibrant,oval,organic
Carrot,large,irregular,oval,organic
Banana,small,neutral,oval,organic
Garlic,medium,neutral,irregular,organic
Sapota,small,vibrant,round,organic
Papaya,medium,vibrant,oval,fertilized
Brinjal,large,neutral,oval,fertilized
Brinjal,medium,irregular,oval,fertilized
Ivy gourd,medium,neutral,oval,fertilized
Apple,medium,neutral,elongated,organic
Sapota,medium,irregular,elongated,organic
Apple,small,neutral,round,organic
Apple,medium,neutral,oval,fertilized
Papaya,large,irregular,elongated,fertilized
Pomegranate,large,vibrant,round,fertilized
Sapota,small,neutral,elongated,organic
Sapota,large,vibrant,oval,fertilized
Beetroot,small,dull,round,organic
Brinjal,medium,vibrant,oval,fertilized
Onion,medium,dull,oval,organic
Ivy gourd,medium,vibrant,oval,fertilized
Onion,large,irregular,irregular,fertilized
Brinjal,medium,irregular,round,organic
Onion,large,vibrant,round,fertilized
Brinjal,medium,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,organic
Ivy gourd,medium,irregular,oval,organic
Sapota,small,vibrant,oval,fertilized
Beetroot,medium,irregular,oval,organic
Banana,large,vibrant,oval,fertilized
Papaya,medium,dull,oval,organic
Apple,large,neutral,oval,fertilized
Orange,small,dull,round,fertilized
Apple,small,neutral,elongated,organic
Onion,medium,vibrant,elongated,fertilized
Mango,small,neutral,oval,organic
Apple,large,vibrant,irregular,fertilized
Brinjal,large,vibrant,round,fertilized
Beetroot,medium,neutral,oval,organic
Orange,small,dull,irregular,organic
Onion,medium,neutral,irregular,fertilized
Orange,large,vibrant,oval,fertilized
Orange,large,vibrant,oval,fertilized
Onion,medium,neutral,round,organic
Papaya,medium,dull,round,organic
Beetroot,large,dull,irregular,organic
Carrot,large,vibrant,round,fertilized
Orange,medium,neutral,elongated,organic
Apple,large,neutral,oval,fertilized
Guava,large,vibrant,oval,fertilized
Guava,medium,neutral,irregular,organic
Brinjal,medium,vibrant,round,fertilized
Apple,medium,neutral,oval,organic
Guava,medium,dull,elongated,organic
Brinjal,small,dull,oval,organic
Grapes,large,vibrant,round,fertilized
Banana,large,dull,round,organic
Onion,medium,vibrant,oval,fertilized
Pomegranate,medium,dull,irregular,organic
Beetroot,small,dull,round,organic
Banana,medium,dull,oval,organic
Papaya,medium,irregular,irregular,fertilized
Papaya,small,dull,elongated,organic
Pomegranate,medium,dull,oval,organic
Beetroot,large,vibrant,oval,fertilized
Guava,large,vibrant,round,fertilized
Apple,large,irregular,round,fertilized
Mango,medium,neutral,oval,fertilized
Carrot,medium,vibrant,oval,organic
Apple,large,dull,irregular,organic
Pomegranate,medium,neutral,round,organic
Sapota,medium,neutral,round,organic
Sapota,medium,irregular,round,organic
Sapota,large,irregular,round,fertilized
Garlic,medium,neutral,elongated,organic
Pomegranate,small,vibrant,round,fertilized
Banana,medium,neutral,round,organic
Papaya,medium,vibrant,oval,fertilized
Carrot,medium,dull,round,organic
Orange,medium,dull,elongated,organic
Brinjal,medium,neutral,oval,organic
Sapota,medium,irregular,oval,organic
Papaya,small,vibrant,round,fertilized
Apple,large,neutral,oval,fertilized
Pomegranate,large,vibrant,round,fertilized
Mango,small,dull,oval,organic
Mango,small,irregular,oval,fertilized
Garlic,small,neutral,oval,organic
Apple,small,vibrant,oval,organic
Apple,medium,vibrant,oval,fertilized
Banana,large,vibrant,oval,fertilized
Apple,large,vibrant,round,fertilized
Guava,medium,dull,round,organic
Onion,large,vibrant,round,fertilized
Pomegranate,large,vibrant,irregular,organic
Mango,small,dull,elongated,organic
Onion,large,vibrant,oval,fertilized
Beetroot,large,dull,oval,organic
Onion,medium,vibrant,round,organic
Grapes,large,vibrant,round,fertilized
Papaya,medium,dull,round,fertilized
Grapes,small,dull,round,organic
Grapes,medium,neutral,elongated,organic
Pomegranate,medium,vibrant,elongated,organic
Carrot,large,vibrant,oval,fertilized
Papaya,small,dull,round,organic
Brinjal,large,irregular,round,organic
Brinjal,small,neutral,round,fertilized
Orange,small,vibrant,round,fertilized
Orange,medium,irregular,round,organic
Grapes,large,vibrant,irregular,fertilized
Guava,large,vibrant,irregular,fertilized
Carrot,large,vibrant,irregular,fertilized
Onion,large,dull,oval,fertilized
Grapes,medium,vibrant,round,fertilized
Papaya,medium,neutral,oval,organic
Mango,small,dull,oval,organic
Ivy gourd,small,vibrant,round,fertilized
Brinjal,large,irregular,elongated,fertilized
Orange,large,neutral,irregular,fertilized
Mango,small,dull,oval,organic
Grapes,medium,dull,round,fertilized
Onion,small,irregular,oval,organic
Orange,small,neutral,oval,fertilized
Orange,small,neutral,irregular,organic
Sapota,medium,dull,elongated,organic
Guava,medium,vibrant,elongated,fertilized
Orange,large,vibrant,round,fertilized
Carrot,large,irregular,irregular,fertilized
Onion,medium,vibrant,oval,fertilized
Papaya,small,vibrant,irregular,fertilized
Carrot,small,vibrant,oval,fertilized
Garlic,large,irregular,round,fertilized
Sapota,large,vibrant,irregular,fertilized
Ivy gourd,medium,dull,elongated,organic
Apple,medium,neutral,oval,organic
Papaya,large,vibrant,oval,fertilized
Apple,medium,vibrant,oval,fertilized
Pomegranate,medium,dull,irregular,organic
Onion,medium,neutral,irregular,organic
Guava,medium,dull,elongated,organic
Brinjal,large,vibrant,round,fertilized
Pomegranate,medium,irregular,oval,organic
Banana,medium,dull,round,organic
Carrot,small,vibrant,round,fertilized
Brinjal,medium,dull,round,organic
Onion,medium,neutral,oval,organic
Sapota,medium,dull,elongated,organic
Papaya,small,vibrant,oval,fertilized
Sapota,medium,irregular,irregular,organic
Grapes,large,vibrant,oval,fertilized
Carrot,large,neutral,elongated,fertilized
Mango,medium,neutral,irregular,organic
Carrot,medium,neutral,elongated,organic
Orange,small,vibrant,round,organic
Mango,large,vibrant,oval,fertilized
Banana,small,vibrant,oval,fertilized
Mango,small,irregular,elongated,organic
Brinjal,medium,dull,oval,organic
Ivy gourd,large,vibrant,round,fertilized
Pomegranate,medium,neutral,oval,organic
Carrot,large,irregular,round,fertilized
Banana,small,neutral,irregular,organic
Brinjal,medium,dull,irregular,organic
Onion,medium,neutral,round,organic
Banana,large,vibrant,oval,fertilized
Banana,large,vibrant,oval,fertilized
Sapota,small,vibrant,irregular,fertilized
Banana,small,neutral,oval,organic
Grapes,medium,dull,irregular,organic
Brinjal,medium,vibrant,round,fertilized
Mango,small,neutral,irregular,organic
Mango,medium,neutral,round,organic
Grapes,small,neutral,round,organic
Ivy gourd,large,vibrant,oval,fertilized
Banana,large,neutral,oval,fertilized
Onion,small,dull,round,organic
Banana,medium,neutral,round,organic
Papaya,large,vibrant,oval,fertilized
Guava,large,dull,round,fertilized
Guava,large,neutral,irregular,fertilized
Beetroot,small,neutral,elongated,organic
Grapes,small,dull,oval,organic
Ivy gourd,small,dull,round,organic
Banana,medium,neutral,round,fertilized
Apple,large,irregular,oval,fertilized
Banana,large,vibrant,irregular,fertilized
Papaya,large,vibrant,round,fertilized
Guava,medium,dull,oval,organic
Guava,medium,vibrant,elongated,fertilized
Pomegranate,small,dull,oval,organic
Mango,small,neutral,round,organic
Brinjal,medium,vibrant,oval,fertilized
Sapota,large,vibrant,oval,fertilized
Apple,medium,dull,round,organic
Apple,small,dull,round,organic
Guava,large,vibrant,oval,fertilized
Apple,medium,irregular,round,organic
Guava,medium,neutral,elongated,organic
Sapota,medium,irregular,round,fertilized
Pomegranate,large,vibrant,elongated,fertilized
Brinjal,large,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Ivy gourd,medium,dull,round,organic
Grapes,medium,neutral,round,organic
Carrot,large,vibrant,oval,fertilized
Ivy gourd,large,vibrant,round,fertilized
Brinjal,medium,dull,round,organic
Sapota,small,irregular,irregular,organic
Apple,large,vibrant,round,fertilized
Brinjal,large,irregular,oval,fertilized
Pomegranate,small,vibrant,oval,organic
Apple,medium,irregular,irregular,organic
Papaya,medium,vibrant,elongated,organic
Apple,medium,irregular,elongated,organic
Guava,medium,dull,irregular,organic
Garlic,large,vibrant,round,fertilized
Sapota,large,vibrant,round,fertilized
Garlic,large,vibrant,oval,fertilized
Guava,medium,irregular,round,organic
Papaya,medium,neutral,oval,organic
Apple,medium,dull,round,organic
Carrot,small,vibrant,round,organic
Carrot,large,vibrant,oval,fertilized
Apple,medium,dull,irregular,organic
Mango,small,dull,round,organic
Sapota,large,vibrant,round,fertilized
Ivy gourd,large,neutral,round,fertilized
Garlic,large,vibrant,round,fertilized
Guava,large,irregular,irregular,fertilized
Guava,small,dull,round,fertilized
Beetroot,small,dull,irregular,organic
Banana,large,vibrant,irregular,fertilized
Beetroot,large,vibrant,oval,fertilized
Mango,small,dull,round,organic
Banana,small,dull,elongated,organic
Brinjal,medium,dull,round,organic
Carrot,large,vibrant,oval,fertilized
Sapota,small,vibrant,round,fertilized
Mango,medium,irregular,round,organic
Mango,medium,dull,irregular,organic
Orange,small,neutral,round,organic
Garlic,small,dull,elongated,organic
Garlic,small,vibrant,oval,organic
Guava,medium,irregular,elongated,organic
Carrot,medium,vibrant,elongated,fertilized
Apple,small,neutral,oval,organic
Beetroot,medium,vibrant,oval,fertilized
Onion,small,dull,oval,organic
Papaya,small,dull,elongated,organic
Grapes,large,vibrant,oval,fertilized
Papaya,large,vibrant,oval,fertilized
Sapota,medium,dull,oval,organic
Beetroot,medium,dull,oval,organic
Banana,medium,irregular,elongated,organic
Carrot,medium,irregular,oval,fertilized
Beetroot,medium,dull,round,organic
Banana,large,vibrant,elongated,fertilized
Ivy gourd,large,dull,round,organic
Guava,large,vibrant,irregular,fertilized
Banana,medium,neutral,irregular,organic
Pomegranate,medium,dull,irregular,organic
Papaya,large,vibrant,round,fertilized
Carrot,large,vibrant,round,fertilized
Ivy gourd,medium,irregular,round,fertilized
Ivy gourd,medium,dull,round,fertilized
Banana,medium,vibrant,irregular,fertilized
Mango,medium,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Apple,small,dull,elongated,organic
Guava,medium,vibrant,oval,fertilized
Guava,small,dull,irregular,organic
Apple,small,dull,elongated,organic
Sapota,medium,irregular,irregular,organic
Orange,medium,dull,oval,organic
Sapota,large,irregular,round,fertilized
Ivy gourd,large,neutral,irregular,fertilized
Apple,small,neutral,elongated,organic
Guava,small,irregular,round,organic
Pomegranate,medium,dull,round,fertilized
Sapota,medium,neutral,oval,organic
Papaya,large,vibrant,round,fertilized
Orange,medium,dull,oval,organic
Garlic,large,vibrant,round,fertilized
Apple,large,vibrant,round,fertilized
Pomegranate,medium,neutral,elongated,organic
Ivy gourd,small,dull,round,organic
Sapota,large,vibrant,round,fertilized
Papaya,medium,neutral,elongated,organic
Garlic,medium,vibrant,oval,fertilized
Pomegranate,medium,irregular,oval,organic
Carrot,medium,neutral,oval,organic
Garlic,medium,vibrant,irregular,fertilized
Garlic,small,neutral,oval,organic
Brinjal,medium,dull,round,organic
Papaya,medium,dull,oval,organic
Banana,medium,neutral,round,organic
Guava,large,vibrant,oval,fertilized
Carrot,medium,neutral,irregular,organic
Garlic,small,dull,elongated,organic
Sapota,large,dull,oval,organic
Ivy gourd,medium,irregular,irregular,fertilized
Sapota,large,neutral,oval,fertilized
Beetroot,large,dull,oval,fertilized
Carrot,small,dull,oval,organic
Sapota,large,vibrant,round,fertilized
Guava,medium,dull,oval,organic
Garlic,medium,vibrant,round,fertilized
Beetroot,medium,neutral,oval,organic
Pomegranate,small,dull,round,organic
Sapota,large,irregular,round,fertilized
Pomegranate,medium,dull,oval,organic
Onion,small,dull,elongated,organic
Papaya,medium,dull,oval,organic
Banana,small,irregular,round,fertilized
Orange,large,vibrant,round,fertilized
Banana,medium,neutral,oval,organic
Carrot,medium,vibrant,oval,fertilized
Orange,small,vibrant,irregular,organic
Beetroot,small,dull,oval,organic
Beetroot,large,vibrant,irregular,fertilized
Mango,large,vibrant,oval,fertilized
Papaya,small,vibrant,round,organic
Papaya,large,dull,irregular,organic
Sapota,small,dull,round,organic
Beetroot,large,vibrant,oval,fertilized
Mango,small,neutral,elongated,organic
Onion,large,vibrant,irregular,fertilized
Onion,small,dull,round,organic
Garlic,large,vibrant,round,fertilized
Beetroot,small,dull,elongated,organic
Pomegranate,medium,vibrant,oval,organic
Ivy gourd,large,vibrant,round,fertilized
Pomegranate,small,vibrant,oval,fertilized
Orange,medium,neutral,round,organic
Ivy gourd,large,vibrant,oval,fertilized
Papaya,large,dull,round,fertilized
Garlic,medium,dull,round,organic
Carrot,large,vibrant,irregular,fertilized
Sapota,large,irregular,oval,organic
Guava,medium,irregular,oval,organic
Banana,small,dull,round,organic
Ivy gourd,medium,dull,round,organic
Guava,small,dull,round,organic
Carrot,large,neutral,round,fertilized
Ivy gourd,medium,dull,round,fertilized
Guava,small,vibrant,round,fertilized
Orange,medium,dull,irregular,organic
Orange,medium,irregular,irregular,organic
Guava,small,irregular,round,organic
Onion,medium,dull,oval,fertilized
Beetroot,large,irregular,oval,fertilized
Mango,medium,dull,oval,organic
Orange,large,vibrant,oval,fertilized
Banana,small,dull,round,organic
Apple,large,vibrant,elongated,fertilized
Mango,medium,irregular,round,organic
Onion,small,vibrant,elongated,fertilized
Ivy gourd,small,vibrant,round,fertilized
Carrot,medium,irregular,round,organic
Ivy gourd,large,neutral,round,fertilized
Grapes,large,neutral,oval,organic
Grapes,small,dull,oval,organic
Orange,large,vibrant,oval,fertilized
Mango,large,vibrant,oval,fertilized
Papaya,large,vibrant,oval,fertilized
Papaya,medium,vibrant,oval,fertilized
Apple,medium,vibrant,round,fertilized
Brinjal,large,dull,elongated,organic
Garlic,large,irregular,round,fertilized
Guava,medium,neutral,oval,organic
Mango,large,vibrant,oval,fertilized
Onion,small,dull,oval,organic
Onion,large,vibrant,elongated,fertilized
Garlic,medium,neutral,oval,organic
Apple,large,vibrant,elongated,fertilized
Garlic,medium,dull,round,fertilized
Mango,large,irregular,round,fertilized
Orange,small,vibrant,round,fertilized
Orange,small,vibrant,round,fertilized
Mango,large,vibrant,elongated,fertilized
Beetroot,medium,irregular,oval,organic
Beetroot,large,vibrant,elongated,fertilized
Sapota,large,irregular,round,fertilized
Brinjal,small,neutral,elongated,organic
Brinjal,large,vibrant,round,fertilized
Guava,medium,dull,elongated,organic
Brinjal,medium,dull,round,organic
Carrot,medium,dull,oval,organic
Brinjal,medium,neutral,round,organic
Brinjal,medium,dull,round,organic
Onion,medium,vibrant,round,fertilized
Sapota,small,dull,oval,organic
Brinjal,medium,neutral,round,organic
Onion,small,dull,oval,organic
Apple,large,vibrant,oval,fertilized
Beetroot,medium,neutral,irregular,organic
Onion,small,dull,elongated,organic
Garlic,small,dull,irregular,organic
Grapes,medium,dull,round,organic
Apple,large,dull,oval,fertilized
Carrot,large,vibrant,round,fertilized
Ivy gourd,medium,dull,oval,fertilized
Banana,small,dull,oval,organic
Grapes,large,neutral,round,fertilized
Onion,large,dull,oval,fertilized
Sapota,small,vibrant,oval,organic
Ivy gourd,large,vibrant,oval,fertilized
Papaya,medium,dull,oval,organic
Brinjal,medium,dull,round,organic
Orange,large,vibrant,oval,fertilized
Banana,medium,neutral,irregular,organic
Ivy gourd,large,neutral,elongated,fertilized
Pomegranate,small,dull,oval,organic
Sapota,large,dull,round,fertilized
Pomegranate,medium,dull,oval,organic
Garlic,small,dull,round,organic
Beetroot,medium,dull,oval,organic
Sapota,large,irregular,oval,fertilized
Mango,small,irregular,round,organic
Brinjal,small,dull,oval,organic
Banana,medium,dull,oval,organic
Carrot,small,neutral,round,organic
Ivy gourd,large,dull,irregular,fertilized
Apple,large,neutral,oval,fertilized
Guava,medium,dull,elongated,organic
Grapes,large,dull,round,organic
Banana,small,neutral,oval,organic
Brinjal,small,neutral,round,organic
Papaya,large,vibrant,round,fertilized
Orange,small,dull,irregular,organic
Carrot,large,dull,round,organic
Carrot,medium,dull,irregular,organic
Ivy gourd,small,dull,irregular,organic
Sapota,medium,dull,irregular,organic
Mango,medium,dull,oval,organic
Banana,large,dull,oval,organic
Pomegranate,large,neutral,oval,fertilized
Pomegranate,large,neutral,round,fertilized
Grapes,medium,dull,round,fertilized
Papaya,medium,vibrant,round,organic
Onion,medium,dull,irregular,organic
Onion,large,dull,round,organic
Brinjal,medium,irregular,elongated,fertilized
Orange,small,dull,round,organic
Orange,large,vibrant,oval,fertilized
Sapota,large,vibrant,oval,fertilized
Pomegranate,large,dull,oval,fertilized
Apple,medium,vibrant,round,fertilized
Beetroot,large,vibrant,round,fertilized
Carrot,medium,vibrant,oval,fertilized
Ivy gourd,small,dull,round,organic
Ivy gourd,large,dull,round,organic
Brinjal,medium,dull,elongated,organic
Orange,medium,vibrant,round,fertilized
Mango,small,neutral,oval,organic
Brinjal,medium,dull,irregular,organic
Papaya,small,irregular,irregular,organic
Banana,small,dull,round,organic
Mango,large,neutral,elongated,fertilized
Sapota,medium,vibrant,irregular,fertilized
Grapes,large,neutral,round,fertilized
Ivy gourd,small,dull,oval,organic
Sapota,small,dull,round,organic
Pomegranate,small,dull,elongated,organic
Papaya,medium,dull,irregular,organic
Carrot,large,vibrant,oval,organic
Sapota,medium,vibrant,oval,fertilized
Grapes,large,neutral,round,fertilized
Guava,large,vibrant,oval,fertilized
Sapota,small,vibrant,round,fertilized
Ivy gourd,medium,dull,round,organic
Ivy gourd,small,vibrant,round,fertilized
Garlic,small,dull,oval,organic
Banana,medium,neutral,round,organic
Banana,large,vibrant,round,fertilized
Grapes,small,dull,oval,organic
Orange,large,vibrant,round,fertilized
Pomegranate,large,vibrant,oval,fertilized
Grapes,medium,neutral,oval,organic
Guava,large,vibrant,elongated,fertilized
Beetroot,large,vibrant,oval,fertilized
Onion,large,dull,irregular,organic
Brinjal,small,dull,round,fertilized
Brinjal,small,dull,oval,organic
Mango,large,dull,oval,fertilized
Mango,medium,vibrant,round,fertilized
Papaya,small,dull,round,organic
Pomegranate,large,vibrant,oval,organic
Apple,medium,dull,elongated,organic
Garlic,large,dull,oval,organic
Brinjal,small,irregular,round,organic
Grapes,small,irregular,elongated,organic
Pomegranate,small,vibrant,round,fertilized
Apple,large,vibrant,elongated,fertilized
Onion,medium,vibrant,oval,fertilized
Ivy gourd,large,neutral,oval,fertilized
Brinjal,large,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Papaya,small,dull,round,organic
Apple,large,vibrant,oval,fertilized
Carrot,small,dull,elongated,organic
Apple,medium,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Papaya,medium,neutral,round,fertilized
Banana,large,neutral,oval,fertilized
Brinjal,large,irregular,oval,fertilized
Pomegranate,large,neutral,round,fertilized
Beetroot,medium,vibrant,round,organic
Guava,large,vibrant,round,fertilized
Garlic,large,neutral,irregular,organic
Banana,large,vibrant,oval,fertilized
Banana,small,vibrant,irregular,fertilized
Sapota,large,neutral,oval,fertilized
Onion,small,dull,round,organic
Grapes,small,dull,irregular,organic
Guava,small,dull,oval,organic
Pomegranate,large,vibrant,elongated,fertilized
Orange,small,irregular,oval,fertilized
Garlic,large,vibrant,oval,fertilized
Guava,large,dull,oval,organic
Guava,large,vibrant,oval,fertilized
Guava,small,vibrant,irregular,organic
Sapota,medium,irregular,oval,organic
Sapota,medium,vibrant,round,organic
Beetroot,large,vibrant,oval,fertilized
Grapes,small,dull,round,organic
Onion,small,irregular,elongated,organic
Papaya,small,irregular,irregular,organic
Guava,small,neutral,oval,organic
Beetroot,medium,vibrant,round,fertilized
Beetroot,large,irregular,oval,fertilized
Garlic,medium,irregular,elongated,organic
Guava,large,vibrant,irregular,fertilized
Orange,medium,dull,irregular,organic
Papaya,small,dull,irregular,organic
Pomegranate,medium,neutral,oval,organic
Brinjal,large,vibrant,oval,fertilized
Brinjal,large,vibrant,oval,fertilized
Papaya,medium,irregular,round,organic
Pomegranate,large,vibrant,round,fertilized
Papaya,medium,dull,round,organic
Orange,small,neutral,irregular,organic
Sapota,small,neutral,elongated,organic
Pomegranate,small,dull,irregular,organic
Orange,large,vibrant,elongated,fertilized
Ivy gourd,small,dull,round,organic
Ivy gourd,medium,irregular,round,organic
Mango,small,dull,round,organic
Grapes,small,dull,irregular,organic
Garlic,small,dull,oval,organic
Grapes,large,vibrant,round,fertilized
Sapota,small,neutral,round,fertilized
Papaya,large,vibrant,oval,fertilized
Carrot,small,dull,round,organic
Onion,small,neutral,irregular,organic
Mango,large,irregular,round,fertilized
Carrot,small,neutral,round,organic
Pomegranate,medium,vibrant,oval,fertilized
Ivy gourd,large,dull,oval,organic
Sapota,large,dull,round,fertilized
Brinjal,medium,vibrant,round,fertilized
Pomegranate,medium,dull,oval,organic
Sapota,medium,neutral,elongated,organic
Onion,small,dull,elongated,organic
Banana,small,dull,oval,organic
Apple,medium,neutral,round,organic
Sapota,medium,dull,irregular,organic
Beetroot,large,vibrant,round,fertilized
Mango,large,vibrant,irregular,fertilized
Guava,large,irregular,oval,fertilized
Beetroot,medium,vibrant,oval,fertilized
Orange,large,vibrant,round,fertilized
Guava,small,dull,elongated,organic
Pomegranate,large,vibrant,elongated,fertilized
Apple,large,vibrant,oval,fertilized
Apple,medium,vibrant,round,organic
Carrot,large,dull,oval,fertilized
Apple,large,vibrant,round,organic
Brinjal,large,dull,oval,fertilized
Garlic,medium,vibrant,oval,fertilized
Beetroot,large,dull,round,fertilized
Mango,large,vibrant,round,fertilized
Sapota,large,irregular,irregular,fertilized
Ivy gourd,medium,vibrant,elongated,fertilized
Orange,medium,dull,elongated,organic
Pomegranate,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,elongated,organic
Papaya,small,dull,elongated,organic
Ivy gourd,small,neutral,oval,organic
Mango,medium,dull,irregular,organic
Sapota,medium,vibrant,round,fertilized
Brinjal,medium,neutral,elongated,organic
Orange,small,vibrant,oval,organic
Beetroot,small,dull,elongated,organic
Onion,large,irregular,round,fertilized
Banana,small,dull,round,fertilized
Sapota,large,vibrant,oval,fertilized
Onion,small,neutral,round,organic
Carrot,medium,dull,irregular,organic
Brinjal,large,vibrant,round,fertilized
Papaya,medium,dull,oval,organic
Apple,large,dull,oval,fertilized
Mango,large,vibrant,irregular,fertilized
Carrot,large,vibrant,oval,fertilized
Brinjal,small,irregular,elongated,organic
Apple,medium,neutral,oval,fertilized
Apple,small,neutral,irregular,organic
Papaya,medium,dull,elongated,organic
Garlic,large,irregular,oval,fertilized
Grapes,large,vibrant,oval,fertilized
Mango,large,vibrant,irregular,fertilized
Beetroot,large,vibrant,round,fertilized
Grapes,large,neutral,irregular,organic
Ivy gourd,large,vibrant,elongated,fertilized
Orange,large,vibrant,oval,fertilized
Onion,medium,dull,round,organic
Garlic,large,vibrant,round,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Banana,medium,dull,elongated,organic
Grapes,medium,neutral,oval,organic
